LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,FACILITY_STATUS_DESC,LICENSE_NUM,LICENSEE_NAME,PARENT_OSHPD_ID,OSHPD_ID,PERM_ID,FACILITY_NUM,FACID,FACILITY_LEVEL_DESC,FACILITY_NAME,FACNAME,CONSOLIDATED_NAME,DBA_ADDRESS,DBA_CITY,DBA_ZIP_CODE,COUNTY_NAME,COUNTY_FIPS_CODE,LA_COUNTY_SPA_CODE,CONGRESSIONAL_DISTRICT_NUM,ASSEMBLY_DISTRICT_NUM,SENATE_DISTRICT_NUM,MSSA_CODE,MSSA_DESIGNATION,CENSUS_TRACT_ID,CENSUS_BLOCK_ID,LONGITUDE,LATITUDE
Clinic,Community Clinic,Open,550000559,POMONA VALLEY HOSPITAL MEDICAL CENTER,306364355,306364355,39087,364355,630011373,Parent Facility,CHINO HILLS PRIMARY CARE CENTER,CHINO HILLS PRIMARY CARE CENTER,,3110 CHINO AVE,CHINO HILLS,91709,SAN BERNARDINO,,,39,55,29,151a,Urban,06071000103,060710001033001,-117.73789,34.01073
Clinic,Community Clinic,Open,240000508,"INLAND BEHAVIORAL AND HEALTH SERVICES, INC.",306364366,306364366,39164,364366,240001229,Parent Facility,INLAND FAMILY COMMUNITY HEALTH CENTER,INLAND FAMILY COMMUNITY HEALTH CENTER,,665 N D ST,SAN BERNARDINO,92401,SAN BERNARDINO,,,31,47,20,151g,Urban,06071005701,060710057011000,-117.29187,34.11154
Clinic,Chronic Dialysis Clinic,Open,550000687,"ONTARIO DIALYSIS CENTER, INC",306364367,306364367,39169,364367,630011735,Parent Facility,"ONTARIO DIALYSIS CENTER, INC.",ONTARIO DIALYSIS CENTER INC,,1001 W 6TH ST,ONTARIO,91762,SAN BERNARDINO,,,35,52,20,151c,Urban,06071001104,060710011041003,-117.66784,34.08511
Clinic,Chronic Dialysis Clinic,Open,550000815,DIALYSIS CENTER OF ONTARIO LLC,306364375,306364375,39245,364375,630011245,Parent Facility,DIALYSIS CENTER OF ONTARIO,DIALYSIS CENTER OF ONTARIO,,2850 INLAND EMPIRE BLVD,ONTARIO,91764,SAN BERNARDINO,,,35,52,20,151b,Urban,06071002109,060710021091021,-117.5912304,34.0692781
Clinic,Community Clinic,Open,550000837,"H STREET CLINIC, INC",306364382,306364382,39253,364382,630011721,Parent Facility,"H STREET CLINIC, LLC","H STREET CLINIC, LLC",,1329 N H ST,SAN BERNARDINO,92405,SAN BERNARDINO,,,31,40,23,151g,Urban,06071005500,060710055005005,-117.3005213,34.1238515
Clinic,Chronic Dialysis Clinic,Open,550001093,"TOTAL RENAL CARE, INC.",306364391,306364391,39294,364391,630012060,Parent Facility,HESPERIA DIAYSIS CENTER,HESPERIA DIALYSIS CENTER,,14135 MAIN ST,HESPERIA,92345,SAN BERNARDINO,,,8,33,21,145.1a,Urban,06071010018,060710100181001,-117.35423,34.4267
Clinic,Chronic Dialysis Clinic,Open,550000894,BIO-MEDICAL APPLICATIONS OF CALIFORNIA,306364392,306364392,39302,364392,630011867,Parent Facility,FRESENIUS MEDICAL CARE OF LOMA LINDA,FRESENIUS MEDICAL CARE OF LOMA LINDA,,269 E CAROLINE ST,SAN BERNARDINO,92408,SAN BERNARDINO,,,31,47,20,151i,Urban,06071007110,060710071103003,-117.27921,34.06143
Clinic,Chronic Dialysis Clinic,Open,550001007,"RAI CARE CENTERS OF SOUTHERN CALIFORNIA II, LLC",306364396,306364396,39352,364396,630011817,Parent Facility,RAI - JUNIPER AVE - FONTANA,RAI - JUNIPER AVE - FONTANA,,10557 JUNIPER AVE,FONTANA,92337,SAN BERNARDINO,,,35,47,20,151f,Urban,06071002601,060710026012063,-117.438837,34.0617884
Clinic,Chronic Dialysis Clinic,Open,240000530,"RENAL TREATMENT CENTERS - CALIFORNIA, INC.",306364401,306364401,39368,364401,240001278,Parent Facility,MOUNTAIN VISTA DIALYSIS CENTER,MOUNTAIN VISTA DIALYSIS CENTER,,4041 UNIVERSITY PARKWAY,SAN BERNARDINO,92407,SAN BERNARDINO,,,31,40,23,151g,Urban,06071004601,060710046015000,-117.3327979,34.1651564
Clinic,Chronic Dialysis Clinic,Open,550001241,"CRYSTALS DIALYSIS, LLC",306364406,306364406,39381,364406,630012231,Parent Facility,HIGHLAND RANCH DIALYSIS CENTER,HIGHLAND RANCH DIALYSIS CENTER,,7223 CHURCH ST,HIGHLAND,92326,SAN BERNARDINO,,,8,40,23,151i,Urban,06071007901,060710079014051,-117.1731143,34.1225286
Clinic,Chronic Dialysis Clinic,Open,240000334,"DVA HEALTHCARE RENAL CARE, INC.",306364415,306364415,39423,364415,240000719,Parent Facility,FONTANA DIALYSIS,FONTANA DIALYSIS,,17590 FOOTHILL BLVD,FONTANA,92335,SAN BERNARDINO,,,35,47,20,151h,Urban,06071002902,060710029022002,-117.4207516,34.1067725
Clinic,Community Clinic,Open,550001610,"AL-SHIFA CLINIC, INC.",306364422,306364422,39458,364422,630012955,Parent Facility,AL-SHIFA CLINIC,AL SHIFA CLINIC,,2034 MALLORY ST,SAN BERNARDINO,92407,SAN BERNARDINO,,,31,47,20,151g,Urban,06071004103,060710041031000,-117.33677,34.14333
Clinic,Chronic Dialysis Clinic,Open,550001904,VILLANUEVA DIALYSIS LLC,306364448,306364448,39588,364448,630013405,Parent Facility,MOJAVE SAGE DIALYSIS,MOJAVE SAGE DIALYSIS,,17207 JASMINE ST,VICTORVILLE,92395,SAN BERNARDINO,,,8,33,21,145.1a,Urban,06071010026,060710100261084,-117.2865633,34.4744485
Clinic,Community Clinic,Open,550002236,TRI-STATE COMMUNITY HEALTHCARE CENTER,306364466,306364466,39787,364466,630013898,Parent Facility,TRI-STATE COMMUNITY HEALTHCARE CENTER,TRI-STATE COMMUNITY HEALTHCARE CENTER,,1402 BAILEY AVE,NEEDLES,92363,SAN BERNARDINO,,,8,33,16,143,Frontier,06071010700,060710107003011,-114.6186385,34.8327781
Clinic,Community Clinic,Open,550002289,ALTERNATE AVENUES WOMEN'S RESOURCE CENTER,306364467,306364467,39788,364467,630014341,Parent Facility,ASSURE PREGNANCY CLINIC,ASSURE PREGNANCY CLINIC,,9161 SIERRA AVE,FONTANA,92335,SAN BERNARDINO,,,35,47,20,151f,Urban,06071003200,060710032001000,-117.434781,34.087232
Clinic,Community Clinic,Open,550002375,"PLANNED PARENTHOOD/ORANGE & SAN BERNARDINO COUNTIES, INC.",306364484,306364484,39812,364484,630014489,Parent Facility,PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES,PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES,,15403 PARK AVE E,VICTORVILLE,92392,SAN BERNARDINO,,,8,33,21,145.1a,Urban,06071009904,060710099041020,-117.323856,34.506574
Clinic,Community Clinic,Open,550002273,"MISSION CITY COMMUNITY NETWORK, INC.",306364485,306364485,39852,364485,630014044,Parent Facility,"MISSION CITY COMMUNITY NETWORK, INC. - VICTORVILLE","MISSION CITY COMMUNITY NETWORK, INC. - VICTORVILLE",,15201 ELEVENTH ST,VICTORVILLE,92395,SAN BERNARDINO,,,8,33,21,145.1a,Urban,06071009913,060710099131004,-117.2925,34.52726
Clinic,Community Clinic,Open,550002500,"TOTAL LONGTERM CARE, INC.",306364488,306364488,39902,364488,630014379,Parent Facility,INNOVAGE GREATER CALIFORNIA PACE INLAND EMPIRE,INNOVAGE GREATER CALIFORNIA PACE INLAND EMPIRE,,410 E PARKCENTER CIR N,SAN BERNARDINO,92408,SAN BERNARDINO,,,31,40,23,151k,Urban,06071007200,060710072002037,-117.27663,34.0762
Clinic,Chronic Dialysis Clinic,Open,550002569,JAMBOOR MEDICAL CORPORATION,306364500,306364500,39910,364500,630014555,Parent Facility,DESERT CITIES DIALYSIS - AMETHYST,DESERT CITIES DIALYSIS - AMETHYST,,11883 AMETHYST RD,VICTORVILLE,92392,SAN BERNARDINO,,,8,33,21,145.1a,Urban,06071010009,060710100092001,-117.3643,34.46683
Clinic,Community Clinic,Open,240000826,POMONA COMMUNITY HEALTH CENTER,306364520,306364520,30077,364520,240001847,Parent Facility,POMONA COMMUNITY HEALTH CENTER,POMONA COMMUNITY HEALTH CENTER,,1556 S SULTANA AVE,ONTARIO,91761,SAN BERNARDINO,,,35,52,20,151c,Urban,06071001812,060710018122001,-117.646,34.04545
Clinic,Chronic Dialysis Clinic,Open,240000695,"TOTAL RENAL CARE, INC.",306364521,306364521,30078,364521,240001579,Parent Facility,MONTCLAIR DIALYSIS CENTER,MONTCLAIR DIALYSIS CENTER,,9142 MONTE VISTA AVE,MONTCLAIR,91763,SAN BERNARDINO,,,35,52,20,151c,Urban,06071000201,060710002012022,-117.69836,34.08783
Clinic,Chronic Dialysis Clinic,Open,550002975,WALTON DIALYSIS LLC,306364528,306364528,30081,364528,630015159,Parent Facility,COLTON RANCH DIALYSIS,COLTON RANCH DIALYSIS,,1405 W VALLEY BLVD,COLTON,92324,SAN BERNARDINO,,,31,47,20,151f,Urban,06071003612,060710036121024,-117.34885,34.06939
Clinic,Community Clinic,Open,550002956,"UNICARE COMMUNITY HEALTH CENTER, INC.",306364530,306364530,30082,364530,630014997,Parent Facility,"UNICARE COMMUNITY HEALTH CENTER, INC.","UNICARE COMMUNITY HEALTH CENTER, INC.",,437 N EUCLID AVE,ONTARIO,91762,SAN BERNARDINO,,,35,52,20,151c,Urban,06071001400,060710014002004,-117.65125,34.06804
Clinic,Chronic Dialysis Clinic,Open,550002718,HOME DIALYSIS CENTERS OF RANCHO CUCAMONGA,306364531,306364531,30083,364531,630012686,Parent Facility,HOME DIALYSIS CENTERS OF RANCHO CUCAMONGA LLC,HOME DIALYSIS CENTERS OF RANCHO CUCAMONGA LLC,,8239 ROCHESTER AVE,RANCHO CUCAMONGA,91730,SAN BERNARDINO,,,31,40,23,151l,Urban,06071002207,060710022071016,-117.54569,34.1042
Clinic,Community Clinic,Open,550002949,"UNICARE COMMUNITY HEALTH CENTER, INC.",306364542,306364542,30144,364542,630014998,Parent Facility,"UNICARE COMMUNITY HEALTH CENTER, INC.","UNICARE COMMUNITY HEALTH CENTER, INC.",,570 S MOUNT VERNON AVE,SAN BERNARDINO,92410,SAN BERNARDINO,,,31,47,20,151f,Urban,06071012400,060710124002003,-117.31386,34.09058
Clinic,Community Clinic,Open,550003627,CENTRAL NEIGHBORHOOD HEALTH FOUNDATION,306364556,306364556,30235,364556,630016412,Parent Facility,CENTRAL NEIGHBORHOOD HEALTH FOUNDATION,CENTRAL NEIGHBORHOOD HEALTH FOUNDATION,,17695 ARROW BLVD,FONTANA,92335,SAN BERNARDINO,,,35,47,20,151h,Urban,06071002902,060710029023000,-117.41853,34.09942
Clinic,Community Clinic,Open,550003818,BORREGO COMMUNITY HEALTH FOUNDATION,306364566,306364566,30265,364566,630016726,Parent Facility,D STREET MEDICAL CENTER,D STREET MEDICAL CENTER,,590 N D ST,SAN BERNARDINO,92401,SAN BERNARDINO,,,31,47,20,151g,Urban,06071005701,060710057011020,-117.29192,34.1097
Clinic,Chronic Dialysis Clinic,Open,550003544,TRAILSTONE DIALYSIS LLC,306364567,306364567,30267,364567,630016197,Parent Facility,ONTARIO MILLS DIALYSIS,ONTARIO MILLS DIALYSIS,,2403 S VINEYARD AVE,ONTARIO,91761,SAN BERNARDINO,,,35,52,20,151l,Urban,06071001809,060710018091002,-117.61096,34.02974
Clinic,Community Clinic,Open,550003854,"UNICARE COMMUNITY HEALTH CENTER, INC.",306364568,306364568,30277,364568,630016724,Parent Facility,"UNICARE COMMUNITY HEALTH CENTER, INC.","UNICARE COMMUNITY HEALTH CENTER, INC.",,16127 FOOTHILL BLVD,FONTANA,92335,SAN BERNARDINO,,,35,47,20,151h,Urban,06071002803,060710028033001,-117.45296,34.10653
Clinic,Chronic Dialysis Clinic,Open,550003843,HOLTEN DIALYSIS LLC,306364569,306364569,30281,364569,630016709,Parent Facility,SERRANO DIALYSIS,SERRANO DIALYSIS,,1800 MEDICAL CENTER DR,SAN BERNARDINO,92411,SAN BERNARDINO,,,31,47,20,151g,Urban,06071004201,060710042013002,-117.3226,34.13095
Clinic,Chronic Dialysis Clinic,Open,240000630,"DVA RENAL HEALTHCARE, INC.",306364573,306364573,30297,364573,240001459,Parent Facility,HI-DESERT DIALYSIS,HI-DESERT DIALYSIS,,56845 29 PALMS HWY,YUCCA VALLEY,92284,SAN BERNARDINO,,,8,42,16,144.2,Rural,06071010413,060710104133001,-116.42422,34.12059
Clinic,Chronic Dialysis Clinic,Open,550003543,"ONTARIO HOLT DIALYSIS CENTER, INC",306364576,306364576,30298,364576,630016545,Parent Facility,"ONTARIO HOLT DIALYSIS CENTER, INC","ONTARIO HOLT DIALYSIS CENTER, INC",,1310 W HOLT BLVD,ONTARIO,91762,SAN BERNARDINO,,,35,52,20,151c,Urban,06071001002,060710010022007,-117.67524,34.06336
Clinic,Community Clinic,Open,550003880,"UNICARE COMMUNITY HEALTH CENTER, INC.",306364577,306364577,30303,364577,630016725,Parent Facility,"UNICARE COMMUNITY HEALTH CENTER, INC.","UNICARE COMMUNITY HEALTH CENTER, INC.",,308 N LA CADENA DR,COLTON,92324,SAN BERNARDINO,,,31,47,20,151f,Urban,06071012500,060710125004026,-117.32401,34.06817
,,Under Construction,,,306364585,306364585,30321,364585,,,WECARE DIALYSIS CENTER,,,8591 GROVE AVENUE,RANCHO CUCAMONGA,91730,SAN BERNARDINO,,,31,40,23,151b,Urban,06071002101,060710021011007,,
Clinic,Community Clinic,Open,550003537,LOVE MERCY,306364591,306364591,30329,364591,630016490,Parent Facility,STANTON HEALTHCARE MOBILE CLINIC,STANTON HEALTHCARE MOBILE CLINIC,,1003 SNOWBIRD RD,WRIGHTWOOD,92397,SAN BERNARDINO,,,8,36,23,148,Rural,06071009201,060710092012038,-117.6399,34.36316
Clinic,Chronic Dialysis Clinic,Open,550003254,"DAWSON DIALYSIS, LLC",306364592,306364592,30330,364592,630015947,Parent Facility,UPLAND COLONIES DIALYSIS,UPLAND COLONIES DIALYSIS,,587 N MOUNTAIN AVE,UPLAND,91786,SAN BERNARDINO,,,31,41,25,151d,Urban,06071000823,060710008233001,-117.67024,34.10132
Clinic,Chronic Dialysis Clinic,Open,550001176,SAN BERNARDINO COUNTY SHERIFF'S DEPARTMENT,306364595,306364595,30338,364595,630012286,Parent Facility,WEST VALLEY DETENTION CENTER,WEST VALLEY DETENTION CENTER,,9500 ETIWANDA AVE,RANCHO CUCAMONGA,91739,SAN BERNARDINO,,,35,52,20,151l,Urban,06071012700,060710127001000,-117.52417,34.07653
Clinic,Chronic Dialysis Clinic,Open,080000696,"SAN DIEGO DIALYSIS SERVICES, INC.",306370661,306370661,33074,370661,080001608,Parent Facility,"SAN DIEGO DIALYSIS SERVICES, INC.","SAN DIEGO DIALYSIS SERVICES, INC.",,3960 3RD AVE,SAN DIEGO,92103,SAN DIEGO,073,,53,78,39,161b,Urban,06073000400,060730004002013,-117.16277,32.74938
Clinic,Community Clinic,Open,080000069,SAN DIEGO FAMILY CARE,306370738,306370738,33099,370738,080000195,Parent Facility,LINDA VISTA HEALTH CARE CENTER,LINDA VISTA HEALTH CARE CENTER,,6973 LINDA VISTA RD,SAN DIEGO,92111,SAN DIEGO,073,,53,79,39,161a,Urban,06073008800,060730088001012,-117.16982,32.78721
Clinic,Community Clinic,Open,090000113,"FAMILY HEALTH CENTERS OF SAN DIEGO, INC.",306370813,306370813,33770,370813,090000179,Parent Facility,LOGAN HEIGHTS FAMILY HEALTH CENTER,LOGAN HEIGHTS FAMILY HEALTH CENTER,,1809 NATIONAL AVE,SAN DIEGO,92113,SAN DIEGO,073,,51,80,40,161c,Urban,06073005000,060730050001003,-117.1467081,32.7014037
Clinic,Surgical Clinic,Closed,090000114,"SDOSC, LP",306370838,306370838,33781,370838,090000236,Parent Facility,SAN DIEGO OUTPATIENT SURGICAL CENTER,SAN DIEGO OUTPATIENT SURGICAL CENTER,,"770 WASHINGTON STREET, STE 101",SAN DIEGO,92103,SAN DIEGO,073,,53,78,39,161b,Urban,06073000400,060730004002000,,
Clinic,Community Clinic,Open,080000115,"FAMILY HEALTH CENTERS OF SAN DIEGO, INC.",306370847,306370847,33767,370847,080000176,Parent Facility,BEACH AREA FAMILY HEALTH CENTER,BEACH AREA FAMILY HEALTH CENTER,,3705 MISSION BLVD,SAN DIEGO,92109,SAN DIEGO,073,,52,78,39,161a,Urban,06073007600,060730076006045,-117.25247,32.78268
Clinic,Community Clinic,Open,080000002,VISTA COMMUNITY CLINIC,306370856,306370856,38500,370856,080000268,Parent Facility,VISTA COMMUNITY CLINIC,VISTA COMMUNITY CLINIC,,1000 VALE TERRACE DR,VISTA,92084,SAN DIEGO,073,,49,76,36,156d,Urban,06073019601,060730196011002,-117.22881,33.20906
Clinic,Community Clinic,Open,090000119,IMPERIAL BEACH COMMUNITY CLINIC INC.,306370876,306370876,33840,370876,090000191,Parent Facility,IMPERIAL BEACH HEALTH CENTER,IMPERIAL BEACH HEALTH CENTER,,949 PALM AVE,IMPERIAL BEACH,91932,SAN DIEGO,073,,51,78,40,161j,Urban,06073010502,060730105022012,-117.11343,32.5838
Clinic,Chronic Dialysis Clinic,Open,080000697,"SAN DIEGO DIALYSIS SERVICES, INC.",306370934,306370934,33964,370934,080001609,Parent Facility,"SAN DIEGO DIALYSIS SERVICES, INC.","SAN DIEGO DIALYSIS SERVICES, INC.",,303 W 26TH ST,NATIONAL CITY,91950,SAN DIEGO,073,,51,80,40,161k,Urban,06073021900,060730219001106,-117.10438,32.65884
Clinic,Community Clinic,Open,090000124,SAN DIEGO FAMILY CARE,306370936,306370936,33961,370936,090000197,Parent Facility,MID-CITY COMMUNITY CLINIC,MID-CITY COMMUNITY CLINIC,,4290 POLK AVE,SAN DIEGO,92105,SAN DIEGO,073,,51,80,40,161d,Urban,06073002202,060730022021010,-117.10232,32.75143
Clinic,Chronic Dialysis Clinic,Open,080000126,"DVA RENAL HEALTHCARE, INC.",306370973,306370973,33959,370973,080000192,Parent Facility,ESCONDIDO DIALYSIS,ESCONDIDO DIALYSIS,,203 E 2ND AVE,ESCONDIDO,92025,SAN DIEGO,073,,50,75,38,156e,Urban,06073020601,060730206012000,-117.07924,33.12152
Clinic,Community Clinic,Open,090000131,PLANNED PARENTHOOD OF THE PACIFIC SOUTHWEST,306371128,306371128,34196,371128,090000253,Parent Facility,PLANNED PARENTHOOD OF SDRC - FIRST AVENUE CENTER,PLANNED PARENTHOOD OF SDRC - FIRST AVENUE CENTER,,2017 1ST AVE,SAN DIEGO,92101,SAN DIEGO,073,,53,78,39,161e,Urban,06073005700,060730057002000,-117.16386,32.72644
Clinic,Community Clinic,Open,090000135,MOUNTAIN HEALTH & COMMUNITY SERVICES INC,306371163,306371163,34271,371163,090000200,Parent Facility,MOUNTAIN EMPIRE FAMILY MEDICINE,MOUNTAIN EMPIRE FAMILY MEDICINE,,31115 HIGHWAY 94,CAMPO,91906,SAN DIEGO,073,,51,71,40,159,Rural,06073021100,060730211003340,-116.474071,32.608722
Clinic,Community Clinic,Open,090000136,"CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC",306371226,306371226,34203,371226,090000252,Parent Facility,OTAY FAMILY HEALTH CLINIC,OTAY FAMILY HEALTH CLINIC,,1637 3RD AVE,CHULA VISTA,91911,SAN DIEGO,073,,51,80,40,161j,Urban,06073013204,060730132043017,-117.06448,32.59651
Clinic,Community Clinic,Open,090000140,"CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC.",306371257,306371257,34608,371257,090000264,Parent Facility,SAN YSIDRO HEALTH CENTER,SAN YSIDRO HEALTH CENTER,,4004 BEYER BLVD,SAN YSIDRO,92173,SAN DIEGO,073,,51,80,40,161j,Urban,06073010005,060730100052001,-117.04684,32.55828
Clinic,Community Clinic,Open,090000143,"CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC",306371285,306371285,34320,371285,090000183,Parent Facility,COMPREHENSIVE HEALTH CENTER - METRO,COMPREHENSIVE HEALTH CENTER - METRO,,3177 OCEAN VIEW BLVD,SAN DIEGO,92113,SAN DIEGO,073,,51,80,40,161c,Urban,06073003902,060730039021002,-117.12585,32.70116
Clinic,Community Clinic,Open,080000146,"OPERATION SAMAHAN, INC.",306371354,306371354,34332,371354,080000251,Parent Facility,OPERATION SAMAHAN MIRA MESA OUTREACH CLINIC,OPERATION SAMAHAN MIRA MESA OUTREACH CLINIC,,10737 CAMINO RUIZ,SAN DIEGO,92126,SAN DIEGO,073,,52,77,39,161v,Urban,06073008357,060730083573001,-117.14378,32.9139
Clinic,Community Clinic,Open,080000149,"NORTH COUNTY HEALTH PROJECT, INC.",306371400,306371400,33765,371400,080000241,Parent Facility,NORTH COUNTY HEALTH SERVICES RAMONA,NORTH COUNTY HEALTH SERVICES RAMONA,,217 EARLHAM ST,RAMONA,92065,SAN DIEGO,073,,50,71,38,158.1,Rural,06073020809,060730208093030,-116.85454,33.05113
Clinic,Community Clinic,Open,080000152,PLANNED PARENTHOOD OF THE PACIFIC SOUTHWEST,306371451,306371451,34334,371451,080000255,Parent Facility,PLANNED PARENTHOOD - ESCONDIDO CENTER,PLANNED PARENTHOOD - ESCONDIDO CENTER,,347 W MISSION AVE,ESCONDIDO,92025,SAN DIEGO,073,,50,75,38,156e,Urban,06073020214,060730202141003,-117.08979,33.12893
Clinic,Community Clinic,Open,090000156,NEIGHBORHOOD HEALTHCARE,306371511,306371511,34400,371511,090000184,Parent Facility,NEIGHBORHOOD HEALTHCARE EL CAJON,NEIGHBORHOOD HEALTHCARE EL CAJON,,855 E MADISON AVE,EL CAJON,92020,SAN DIEGO,073,,53,71,38,161h,Urban,06073016301,060730163012015,-116.95226,32.80047
Clinic,Community Clinic,Open,080000167,"NORTH COUNTY HEALTH PROJECT, INC.",306371576,306371576,34663,371576,080000238,Parent Facility,NORTH COUNTY HEALTH SERVICES SAN MARCOS,NORTH COUNTY HEALTH SERVICES SAN MARCOS,,150 VALPREDA RD,SAN MARCOS,92069,SAN DIEGO,073,,50,75,38,156e,Urban,06073020023,060730200231020,-117.15608,33.1406
Clinic,Community Clinic,Open,090000168,SAN DIEGO AMERICAN INDIAN HEALTH CENTER INC.,306371581,306371581,34579,371581,090000175,Parent Facility,SAN DIEGO AMERICAN INDIAN HEALTH CENTER,SAN DIEGO AMERICAN INDIAN HEALTH CENTER,,2630 1ST AVE,SAN DIEGO,92103,SAN DIEGO,073,,53,78,39,161e,Urban,06073006000,060730060003025,-117.16397,32.73276
Clinic,Community Clinic,Open,080000174,PLANNED PARENTHOOD OF THE PACIFIC SOUTHWEST,306371589,306371589,34664,371589,080000254,Parent Facility,PLANNED PARENTHOOD ASSN OF SAN DIEGO CO,PLANNED PARENTHOOD ASSN. OF SAN DIEGO COUNTY,,7526 CLAIREMONT MESA BLVD,SAN DIEGO,92111,SAN DIEGO,073,,52,77,39,161o,Urban,06073008511,060730085111082,-117.15718,32.83275
Clinic,Chronic Dialysis Clinic,Open,080000175,"FRESENIUS MEDICAL CARE BALBOA, LLC",306371591,306371591,34754,371591,080000186,Parent Facility,FRESENIUS MEDICAL CARE BALBOA-KEARNY MESA,FRESENIUS MEDICAL CARE BALBOA - KEARNY MESA,,7927 OSTROW ST,SAN DIEGO,92111,SAN DIEGO,073,,52,77,39,161o,Urban,06073008511,060730085111125,-117.1548,32.81329
Clinic,Community Clinic,Open,090000178,PLANNED PARENTHOOD OF THE PACIFIC SOUTHWEST,306371594,306371594,34722,371594,090000257,Parent Facility,PLANNED PARENTHOOD ASSN OF SAN DIEGO COUNTY,PLANNED PARENTHOOD ASSOCIATION OF SAN DIEGO COUNTY,,4575 COLLEGE AVE,SAN DIEGO,92115,SAN DIEGO,073,,53,79,39,161f,Urban,06073002902,060730029022006,-117.06673,32.76021
Clinic,Community Clinic,Open,090000183,"OPERATION SAMAHAN, INC.",306371602,306371602,34993,371602,090000250,Parent Facility,OPERATION SAMAHAN HEALTH CLINIC,OPERATION SAMAHAN HEALTH CLINIC,,2743 HIGHLAND AVE,NATIONAL CITY,91950,SAN DIEGO,073,,51,80,40,161k,Urban,06073011602,060730116021011,-117.09202,32.66105
Clinic,Community Clinic,Open,090000218,"CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC.",306371654,306371654,35189,371654,090000202,Parent Facility,NATIONAL CITY FAMILY CLINIC,NATIONAL CITY FAMILY CLINIC,,1136 D AVE,NATIONAL CITY,91950,SAN DIEGO,073,,51,80,40,161k,Urban,06073011700,060730117003003,-117.1017,32.67409
Clinic,Community Clinic,Open,090000241,PLANNED PARENTHOOD OF THE PACIFIC SOUTHWEST,306371686,306371686,35602,371686,090000259,Parent Facility,PLANNED PARENTHOOD - FRANCES TORBERT CENTER,PLANNED PARENTHOOD - FRANCES TORBERT CENTER,,220 EUCLID AVE,SAN DIEGO,92114,SAN DIEGO,073,,51,79,40,161g,Urban,06073003305,060730033051006,-117.08505,32.70291
Clinic,Surgical Clinic,Closed,080000252,"MEDICAL SURGICAL CENTERS OF AMERICA, INC",306371705,306371705,35489,371705,080000248,Parent Facility,GROSSMONT SURGERY CENTER,GROSSMONT SURGERY CENTER,,"8881 FLETCHER PARKWAY, NO.100",LA MESA,91942,SAN DIEGO,073,,53,79,38,161f,Urban,06073015000,060730150002008,,
Clinic,Chronic Dialysis Clinic,Open,080000699,"SAN DIEGO DIALYSIS SERVICES, INC.",306374005,306374005,35741,374005,080001611,Parent Facility,"SAN DIEGO DIALYSIS SERVICES, INC.","SAN DIEGO DIALYSIS SERVICES, INC.",,2252 VERUS ST,SAN DIEGO,92154,SAN DIEGO,073,,51,80,40,161j,Urban,06073013205,060730132051013,-117.0866,32.59423
Clinic,Psychology Clinic,Open,090000125,"CATHOLIC CHARITIES, DIOCESE OF SAN DIEGO",306374011,306374011,35765,374011,090000244,Parent Facility,CATHOLIC CHARITIES,CATHOLIC CHARITIES,,349 CEDAR ST,SAN DIEGO,92101,SAN DIEGO,073,,52,78,39,161c,Urban,06073005600,060730056001015,-117.1614426,32.7217384
Clinic,Chronic Dialysis Clinic,Open,080000301,"RAI CARE CENTERS OF SOUTHERN CALIFORNIA II, LLC",306374016,306374016,35828,374016,080000620,Parent Facility,RAI - FLETCHER PARKWAY -  EL CAJON,RAI - FLETCHER PARKWAY - EL CAJON,,858 FLETCHER PKWY,EL CAJON,92020,SAN DIEGO,073,,53,71,38,161h,Urban,06073016202,060730162021069,-116.97251,32.80781
Clinic,Community Clinic,Open,090000297,"ST. VINCENT DE PAUL VILLAGE, INC.",306374018,306374018,35871,374018,090000554,Parent Facility,ST. VINCENT DE PAUL VILLAGE FAMILY HEALTH CENTER,ST. VINCENT DE PAUL VILLAGE FAMILY HEALTH CENTER,,1501 IMPERIAL AVE,SAN DIEGO,92101,SAN DIEGO,073,,52,78,39,161c,Urban,06073005100,060730051002032,-117.1498896,32.7057571
Clinic,Community Clinic,Open,080000305,PLANNED PARENTHOOD OF THE PACIFIC SOUTHWEST,306374025,306374025,35958,374025,080000660,Parent Facility,PLANNED PARENTHOOD/MIRA MESA CLINIC,PLANNED PARENTHOOD/MIRA MESA CLINIC,,10737 CAMINO RUIZ,SAN DIEGO,92126,SAN DIEGO,073,,52,77,39,161v,Urban,06073008357,060730083573001,-117.14378,32.9139
Clinic,Community Clinic,Open,080000328,VISTA COMMUNITY CLINIC,306374031,306374031,36054,374031,080000725,Parent Facility,VISTA COMMUNITY CLINIC - GRAPEVINE,VISTA COMMUNITY CLINIC - GRAPEVINE,,134 GRAPEVINE RD,VISTA,92083,SAN DIEGO,073,,49,76,36,156d,Urban,06073019405,060730194053015,-117.2754931,33.1914245
